EmployeeNumber,Gender,HourlyRate,JobRole,NoOf sales_executive,JobSatisfactionFemale,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,Manager_avg_hike,SalesExec_abg_hike,PerformanceRating,YearsSinceLastPromotion,Max_Rating
1201,Female,50,Manager,,,3,3,No,18,,,3,4,
1202,Female,69,Research Scientist,,,4,0,Yes,18,,,3,1,
1203,Male,48,Research Scientist,,,4,0,Yes,11,,,3,0,
1204,Female,69,Manager,,,1,8,No,23,,,4,15,
1206,Male,74,Research Scientist,,,3,2,No,13,,,3,0,
1207,Male,99,Human Resources,,,3,1,No,13,,,3,1,
1210,Male,95,Research Scientist,,,1,6,No,17,,,3,0,
1211,Male,61,Sales Executive,,,1,8,No,19,,,3,0,
1212,Male,62,Sales Executive,,,2,5,No,12,,,3,0,
1215,Female,30,Manager,,,1,2,No,22,,,4,2,
1216,Male,78,Laboratory Technician,,,1,1,No,12,,,3,3,
1217,Male,52,Research Director,,,2,5,No,11,,,3,0,
1218,Male,94,Sales Executive,,,1,3,Yes,15,,,3,1,
1219,Female,97,Laboratory Technician,,,2,1,No,13,,,3,0,
1220,Female,82,Sales Executive,,,3,1,No,12,,,3,0,
1221,Male,60,Laboratory Technician,,,3,1,No,14,,,3,1,
1224,Male,49,Laboratory Technician,,,3,1,No,13,,,3,8,
1225,Male,32,Research Scientist,,,4,1,No,25,,,4,13,
1226,Male,43,Sales Representative,,,4,1,No,17,,,3,2,
1228,Male,60,Manufacturing Director,,,4,2,No,11,,,3,1,
1231,Male,79,Human Resources,,,1,7,No,16,,,3,0,
1233,Male,52,Sales Executive,,,4,0,Yes,18,,,3,1,
1234,Female,77,Laboratory Technician,,,2,1,No,20,,,4,2,
1235,Female,38,Research Scientist,,,3,4,Yes,14,,,3,0,
1237,Female,77,Manufacturing Director,,,1,2,Yes,21,,,4,7,
1238,Male,60,Research Scientist,,,4,0,No,13,,,3,4,
1239,Female,84,Sales Executive,,,2,7,No,12,,,3,1,
1240,Male,57,Sales Executive,,,4,0,No,14,,,3,1,
1241,Male,63,Research Scientist,,,2,0,Yes,21,,,4,5,
1242,Female,60,Research Director,,,1,3,Yes,17,,,3,0,
1243,Female,78,Sales Executive,,,4,4,Yes,11,,,3,4,
1244,Male,42,Research Scientist,,,1,1,Yes,14,,,3,6,
1245,Female,53,Manufacturing Director,,,3,7,No,17,,,3,1,
1246,Female,72,Research Scientist,,,4,1,No,13,,,3,7,
1248,Female,96,Research Scientist,,,2,1,Yes,25,,,4,0,
1249,Female,97,Research Scientist,,,4,1,No,15,,,3,1,
1250,Male,85,Research Director,,,4,3,No,14,,,3,0,
1251,Male,80,Healthcare Representative,,,1,1,Yes,12,,,3,0,
1252,Female,96,Healthcare Representative,,,1,1,No,19,,,3,1,
1254,Female,48,Sales Executive,,,4,5,No,17,,,3,0,
1255,Male,96,Research Director,,,4,3,No,14,,,3,0,
1256,Male,85,Manager,,,3,2,No,13,,,3,0,
1257,Male,46,Research Scientist,,,2,1,No,12,,,3,0,
1258,Male,76,Laboratory Technician,,,2,5,No,11,,,3,0,
1259,Male,76,Research Scientist,,,3,1,No,11,,,3,0,
1260,Male,82,Healthcare Representative,,,4,1,Yes,11,,,3,1,
1263,Male,76,Research Director,,,4,6,No,12,,,3,0,
1264,Female,87,Research Director,,,4,3,No,14,,,3,1,
1265,Female,89,Research Scientist,,,3,0,No,17,,,3,0,
1267,Male,88,Manager,,,2,7,No,11,,,3,3,
1268,Male,82,Sales Executive,,,3,0,Yes,14,,,3,0,
1269,Female,57,Research Scientist,,,4,1,Yes,12,,,3,0,
1270,Male,47,Research Scientist,,,3,1,No,22,,,4,0,
1273,Male,73,Sales Representative,,,4,1,Yes,14,,,3,1,
1275,Male,53,Research Scientist,,,4,1,Yes,20,,,4,2,
1277,Female,94,Manager,,,2,2,Yes,16,,,3,1,
1278,Male,37,Healthcare Representative,,,2,1,Yes,15,,,3,15,
1279,Female,45,Laboratory Technician,,,3,1,No,20,,,4,2,
1280,Female,33,Manager,,,2,2,No,14,,,3,0,
1281,Female,86,Sales Executive,,,1,0,Yes,12,,,3,0,
1282,Male,83,Manager,,,2,4,Yes,24,,,4,11,
1283,Male,67,Manufacturing Director,,,4,6,No,12,,,3,5,
1285,Female,46,Laboratory Technician,,,2,4,No,13,,,3,5,
1286,Male,44,Laboratory Technician,,,3,0,Yes,11,,,3,0,
1288,Male,92,Manager,,,1,1,No,14,,,3,14,
1289,Male,56,Human Resources,,,2,4,No,11,,,3,1,
1291,Male,66,Research Scientist,,,3,0,Yes,14,,,3,2,
1292,Female,78,Research Scientist,,,2,6,Yes,16,,,3,0,
1293,Female,56,Sales Executive,,,4,3,No,14,,,3,15,
1294,Female,53,Manufacturing Director,,,2,9,Yes,11,,,3,5,
1295,Female,73,Healthcare Representative,,,4,1,No,11,,,3,0,
1296,Male,52,Laboratory Technician,,,4,1,Yes,12,,,3,2,
1297,Female,40,Laboratory Technician,,,3,0,No,14,,,3,7,
1298,Female,72,Manufacturing Director,,,3,7,Yes,18,,,3,1,
1299,Female,39,Laboratory Technician,,,3,3,Yes,13,,,3,7,
1301,Male,84,Research Scientist,,,1,2,No,11,,,3,1,
1303,Female,40,Research Scientist,,,2,1,No,18,,,3,2,
1304,Male,56,Sales Executive,,,4,1,No,15,,,3,0,
1306,Female,83,Manager,,,2,3,No,22,,,4,0,
1307,Female,94,Manager,,,2,6,Yes,13,,,3,15,
1308,Male,88,Research Scientist,,,3,1,No,12,,,3,2,
1309,Male,79,Laboratory Technician,,,3,1,No,18,,,3,1,
1310,Male,93,Research Scientist,,,1,0,No,13,,,3,0,
1311,Female,48,Laboratory Technician,,,4,0,No,12,,,3,6,
1312,Female,63,Healthcare Representative,,,3,3,No,12,,,3,1,
1314,Female,44,Human Resources,,,1,6,No,12,,,3,5,
1315,Female,55,Laboratory Technician,,,4,0,No,11,,,3,7,
1317,Female,43,Research Director,,,1,4,Yes,11,,,3,1,
1318,Male,57,Sales Executive,,,2,2,Yes,12,,,3,1,
1319,Male,64,Sales Executive,,,2,9,Yes,19,,,3,7,
1321,Female,95,Manager,,,1,1,Yes,23,,,4,0,
1322,Male,32,Manufacturing Director,,,3,0,No,11,,,3,1,
1324,Female,57,Sales Executive,,,3,1,Yes,19,,,3,9,
1329,Male,40,Sales Executive,,,2,1,No,13,,,3,11,
1331,Female,54,Sales Representative,,,2,1,Yes,11,,,3,2,
1333,Male,89,Laboratory Technician,,,1,4,No,12,,,3,1,
1334,Male,37,Manager,,,3,0,Yes,13,,,3,2,
1336,Female,58,Manager,,,3,4,No,14,,,3,9,
1338,Male,99,Manager,,,2,6,No,14,,,3,7,
1340,Male,74,Research Scientist,,,3,9,No,16,,,3,0,
1344,Male,86,Healthcare Representative,,,4,0,No,11,,,3,1,
1346,Male,98,Research Scientist,,,4,1,No,13,,,3,8,
1349,Female,66,Sales Executive,,,1,0,No,17,,,3,1,
1350,Male,87,Research Scientist,,,3,1,Yes,11,,,3,1,
1352,Male,84,Manager,,,2,1,Yes,11,,,3,0,
1355,Female,31,Sales Executive,,,1,3,No,15,,,3,1,
1356,Female,66,Sales Executive,,,1,1,No,12,,,3,9,
1358,Male,67,Laboratory Technician,,,4,3,No,11,,,3,1,
1360,Female,53,Manufacturing Director,,,1,7,Yes,14,,,3,5,
1361,Male,88,Laboratory Technician,,,2,3,No,22,,,4,0,
1362,Female,83,Sales Executive,,,1,2,No,16,,,3,6,
1363,Male,54,Manufacturing Director,,,4,1,No,11,,,3,0,
1364,Female,98,Sales Representative,,,4,8,No,14,,,3,0,
1367,Female,82,Manufacturing Director,,,2,3,No,16,,,3,0,
1368,Female,97,Laboratory Technician,,,4,1,No,15,,,3,0,
1369,Female,60,Laboratory Technician,,,4,0,No,12,,,3,0,
1371,Male,43,Sales Executive,,,4,3,No,20,,,4,0,
1372,Male,85,Sales Executive,,,3,6,Yes,17,,,3,3,
1373,Male,68,Manufacturing Director,,,2,4,Yes,12,,,3,15,
1374,Female,92,Research Scientist,,,3,1,No,20,,,4,0,
1375,Female,89,Healthcare Representative,,,3,5,No,20,,,4,11,
1377,Male,86,Laboratory Technician,,,3,4,No,13,,,3,7,
1379,Female,90,Sales Representative,,,4,7,No,14,,,3,0,
1380,Female,67,Sales Executive,,,3,0,Yes,18,,,3,3,
1382,Male,57,Research Scientist,,,3,1,No,11,,,3,0,
1383,Female,98,Healthcare Representative,,,4,1,No,11,,,3,4,
1387,Male,48,Sales Executive,,,1,1,No,11,,,3,0,
1389,Male,98,Manufacturing Director,,,3,1,Yes,15,,,3,6,
1390,Male,44,Sales Executive,,,4,3,Yes,12,,,3,1,
1391,Male,52,Sales Executive,,,2,2,No,11,,,3,3,
1392,Female,75,Research Scientist,,,4,3,Yes,14,,,3,3,
1394,Male,54,Research Scientist,,,3,7,Yes,15,,,3,1,
1395,Male,61,Sales Executive,,,4,6,No,13,,,3,1,
1396,Male,36,Sales Executive,,,2,0,Yes,13,,,3,1,
1397,Male,71,Healthcare Representative,,,3,3,No,21,,,4,0,
1399,Male,93,Sales Executive,,,3,2,No,11,,,3,1,
1401,Female,59,Manufacturing Director,,,3,2,Yes,11,,,3,0,
1402,Female,73,Research Scientist,,,3,1,Yes,14,,,3,1,
1403,Female,98,Sales Executive,,,4,1,Yes,11,,,3,4,
1405,Female,51,Research Scientist,,,3,1,Yes,13,,,3,7,
1407,Male,36,Research Scientist,,,4,0,No,12,,,3,1,
1408,Female,31,Manager,,,1,0,No,14,,,3,0,
1409,Female,54,Laboratory Technician,,,1,9,No,13,,,3,0,
1411,Female,94,Laboratory Technician,,,3,4,No,18,,,3,0,
1412,Male,60,Manufacturing Director,,,4,2,No,11,,,3,2,
1415,Male,81,Laboratory Technician,,,4,4,No,11,,,3,0,
1417,Male,100,Laboratory Technician,,,1,0,No,12,,,3,0,
1419,Male,51,Human Resources,,,1,1,No,13,,,3,0,
1420,Male,97,Laboratory Technician,,,1,3,No,20,,,4,1,
1421,Female,84,Healthcare Representative,,,4,0,Yes,12,,,3,7,
1422,Female,54,Research Director,,,4,6,No,19,,,3,12,
1423,Female,76,Research Director,,,1,3,Yes,21,,,4,1,
1424,Male,81,Research Director,,,4,2,No,13,,,3,0,
1425,Female,99,Sales Executive,,,2,3,Yes,16,,,3,0,
1427,Female,50,Sales Representative,,,3,1,No,12,,,3,0,
1428,Female,73,Sales Executive,,,1,7,No,14,,,3,0,
1430,Female,93,Research Director,,,2,3,No,11,,,3,1,
1431,Male,91,Research Scientist,,,1,5,No,14,,,3,1,
1433,Female,34,Research Scientist,,,2,1,No,12,,,3,0,
1434,Male,91,Laboratory Technician,,,1,0,No,14,,,3,1,
1435,Male,37,Laboratory Technician,,,4,1,No,16,,,3,1,
1436,Female,98,Sales Executive,,,1,4,No,13,,,3,0,
1438,Male,74,Research Scientist,,,4,7,No,12,,,3,1,
1439,Male,68,Sales Representative,,,1,3,No,12,,,3,2,
1440,Male,84,Laboratory Technician,,,3,0,No,14,,,3,1,
1441,Female,90,Research Scientist,,,1,2,No,22,,,4,1,
1443,Female,82,Research Director,,,3,3,No,19,,,3,5,
1445,Female,42,Sales Executive,,,3,1,Yes,12,,,3,0,
1446,Male,97,Sales Executive,,,4,4,No,12,,,3,0,
1447,Female,86,Laboratory Technician,,,2,5,No,17,,,3,0,
1448,Male,90,Research Scientist,,,3,2,Yes,12,,,3,0,
1449,Male,81,Laboratory Technician,,,3,3,No,11,,,3,0,
1453,Male,31,Sales Executive,,,4,1,No,18,,,3,9,
1457,Male,52,Sales Executive,,,4,4,No,11,,,3,4,
1458,Female,54,Laboratory Technician,,,1,2,Yes,23,,,4,0,
1459,Female,100,Manufacturing Director,,,2,1,No,11,,,3,4,
1460,Male,95,Healthcare Representative,,,1,2,Yes,18,,,3,0,
1461,Female,96,Human Resources,,,2,9,No,18,,,3,0,
1464,Male,94,Laboratory Technician,,,4,6,Yes,13,,,3,2,
1465,Male,55,Manufacturing Director,,,4,4,Yes,18,,,3,1,
1466,Male,96,Sales Executive,,,1,4,No,11,,,3,2,
1467,Female,52,Human Resources,,,3,1,No,15,,,3,2,
1468,Male,55,Research Director,,,2,2,No,11,,,3,4,
1469,Male,84,Sales Executive,,,1,0,No,18,,,3,1,
1471,Male,90,Laboratory Technician,,,3,3,No,14,,,3,0,
1472,Male,39,Research Director,,,2,4,No,12,,,3,8,
1473,Male,96,Healthcare Representative,,,3,2,No,14,,,3,1,
1474,Male,68,Research Scientist,,,3,2,No,14,,,3,1,
1475,Male,49,Research Scientist,,,2,1,No,13,,,3,1,
1477,Male,54,Sales Executive,,,1,0,No,14,,,3,0,
1478,Male,81,Sales Executive,,,1,3,No,18,,,3,3,
1479,Male,96,Sales Executive,,,3,8,No,15,,,3,2,
1480,Female,74,Laboratory Technician,,,4,1,No,13,,,3,5,
1481,Female,79,Sales Executive,,,3,7,No,12,,,3,0,
1482,Male,64,Research Scientist,,,3,1,No,13,,,3,0,
1483,Male,93,Research Scientist,,,3,0,No,24,,,4,2,
1484,Male,35,Healthcare Representative,,,2,3,No,14,,,3,0,
1485,Male,71,Research Director,,,1,7,No,14,,,3,6,
1486,Male,92,Sales Representative,,,3,3,No,15,,,3,1,
1487,Female,51,Sales Executive,,,2,5,No,11,,,3,0,
1489,Female,40,Sales Executive,,,2,0,Yes,23,,,4,10,
1492,Male,76,Sales Representative,,,3,1,No,13,,,3,0,
1494,Male,89,Laboratory Technician,,,1,2,Yes,11,,,3,0,
1495,Female,78,Sales Representative,,,2,1,No,13,,,3,0,
1496,Male,86,Manufacturing Director,,,3,5,Yes,18,,,3,2,
1497,Male,77,Sales Executive,,,3,1,No,14,,,3,0,
1499,Male,46,Human Resources,,,3,0,No,21,,,4,1,
1501,Male,30,Healthcare Representative,,,3,0,Yes,16,,,3,1,
1502,Female,82,Laboratory Technician,,,2,8,No,11,,,3,0,
1503,Female,78,Sales Executive,,,3,3,Yes,17,,,3,1,
1504,Male,38,Laboratory Technician,,,1,7,No,11,,,3,0,
1506,Male,72,Research Scientist,,,3,1,No,14,,,3,0,
1507,Male,55,Sales Executive,,,1,0,No,14,,,3,1,
1509,Female,43,Laboratory Technician,,,1,4,No,25,,,4,1,
1513,Female,97,Laboratory Technician,,,2,0,No,13,,,3,0,
1514,Male,96,Manufacturing Director,,,2,1,No,14,,,3,1,
1515,Male,69,Healthcare Representative,,,3,2,Yes,17,,,3,0,
1516,Male,64,Manager,,,4,2,No,25,,,4,0,
1520,Female,87,Manager,,,4,3,No,20,,,4,1,
1522,Male,100,Research Scientist,,,1,6,No,13,,,3,0,
1523,Male,32,Research Director,,,1,3,No,13,,,3,14,
1525,Female,32,Manufacturing Director,,,2,4,No,18,,,3,2,
1527,Female,51,Manager,,,2,8,No,12,,,3,5,
1529,Female,91,Healthcare Representative,,,2,1,No,19,,,3,3,
1533,Male,97,Laboratory Technician,,,3,0,No,14,,,3,1,
1534,Male,86,Laboratory Technician,,,1,3,No,14,,,3,1,
1535,Male,64,Sales Executive,,,3,1,Yes,14,,,3,8,
1537,Female,33,Research Scientist,,,3,1,No,12,,,3,7,
1539,Male,88,Research Director,,,4,1,Yes,13,,,3,13,
1541,Male,55,Sales Representative,,,3,0,Yes,25,,,4,5,
1542,Male,68,Laboratory Technician,,,2,4,No,14,,,3,0,
1543,Male,47,Research Scientist,,,4,1,No,17,,,3,3,
1544,Female,39,Healthcare Representative,,,1,3,No,13,,,3,0,
1545,Male,44,Manufacturing Director,,,2,1,No,13,,,3,0,
1546,Male,97,Research Scientist,,,4,4,No,20,,,4,0,
1547,Male,40,Healthcare Representative,,,4,2,Yes,14,,,3,13,
1548,Male,47,Sales Executive,,,1,0,No,12,,,3,7,
1549,Male,79,Laboratory Technician,,,3,1,Yes,12,,,3,5,
1550,Male,38,Manager,,,4,1,Yes,21,,,4,7,
1551,Male,57,Laboratory Technician,,,1,0,No,14,,,3,0,
1552,Male,72,Healthcare Representative,,,4,3,Yes,18,,,3,2,
1553,Male,66,Healthcare Representative,,,2,1,No,12,,,3,7,
1554,Female,98,Sales Representative,,,3,0,No,23,,,4,4,
1555,Female,67,Research Scientist,,,2,3,No,12,,,3,2,
1556,Male,70,Sales Representative,,,4,3,Yes,21,,,4,1,
1557,Female,96,Sales Executive,,,3,8,No,14,,,3,7,
1558,Male,91,Research Scientist,,,3,6,No,18,,,3,0,
1560,Male,46,Sales Executive,,,1,2,No,13,,,3,2,
1562,Male,64,Sales Executive,,,1,1,No,11,,,3,6,
1563,Male,71,Human Resources,,,3,3,No,11,,,3,1,
1564,Male,68,Laboratory Technician,,,1,1,No,19,,,3,1,
1568,Male,33,Sales Executive,,,2,3,No,12,,,3,1,
1569,Female,69,Laboratory Technician,,,1,1,Yes,12,,,3,0,
1572,Female,78,Manufacturing Director,,,4,0,No,16,,,3,1,
1573,Male,81,Manufacturing Director,,,2,4,No,11,,,3,1,
1574,Male,62,Research Scientist,,,1,4,No,14,,,3,1,
1576,Female,65,Research Scientist,,,1,8,No,12,,,3,7,
1577,Male,35,Research Scientist,,,4,1,No,13,,,3,0,
1578,Male,60,Manager,,,4,1,No,21,,,4,2,
1580,Male,45,Research Scientist,,,4,9,No,17,,,3,2,
1581,Female,89,Research Scientist,,,4,1,No,21,,,4,0,
1582,Male,80,Sales Executive,,,2,0,No,11,,,3,7,
1583,Female,90,Sales Executive,,,2,2,No,12,,,3,1,
1585,Female,73,Sales Executive,,,3,6,No,13,,,3,0,
1586,Male,87,Laboratory Technician,,,1,1,Yes,18,,,3,1,
1587,Female,51,Healthcare Representative,,,3,3,Yes,16,,,3,0,
1588,Male,38,Sales Executive,,,3,2,No,11,,,3,7,
1590,Male,87,Healthcare Representative,,,4,1,No,19,,,3,1,
1591,Male,59,Manager,,,3,4,Yes,16,,,3,0,
1592,Male,45,Research Scientist,,,3,2,No,16,,,3,2,
1594,Male,80,Laboratory Technician,,,1,3,Yes,13,,,3,0,
1595,Male,93,Manager,,,4,8,No,22,,,4,0,
1596,Male,46,Laboratory Technician,,,3,1,No,17,,,3,6,
1597,Male,92,Healthcare Representative,,,3,1,No,14,,,3,7,
1598,Female,84,Sales Executive,,,1,1,No,15,,,3,1,
1599,Male,87,Laboratory Technician,,,2,5,No,12,,,3,0,
1601,Male,63,Laboratory Technician,,,4,1,No,18,,,3,0,
1602,Male,56,Manager,,,1,1,No,15,,,3,0,
1604,Male,51,Laboratory Technician,,,2,1,Yes,17,,,3,0,
1605,Female,85,Research Scientist,,,3,1,Yes,14,,,3,1,
1606,Male,41,Healthcare Representative,,,3,2,Yes,15,,,3,12,
1607,Female,35,Research Scientist,,,4,3,No,17,,,3,0,
1608,Female,31,Research Director,,,4,0,Yes,14,,,3,1,
1609,Male,48,Research Scientist,,,2,1,No,12,,,3,1,
1611,Female,50,Laboratory Technician,,,1,1,Yes,14,,,3,1,
1612,Male,52,Sales Executive,,,1,1,No,15,,,3,4,
1613,Male,54,Sales Executive,,,1,7,No,13,,,3,0,
1614,Female,76,Manufacturing Director,,,3,9,Yes,12,,,3,1,
1615,Male,42,Manufacturing Director,,,4,1,No,13,,,3,7,
1617,Female,84,Laboratory Technician,,,1,1,No,14,,,3,1,
1618,Male,76,Manufacturing Director,,,1,2,No,13,,,3,7,
1619,Male,67,Laboratory Technician,,,1,1,No,11,,,3,0,
1621,Male,48,Research Scientist,,,1,1,No,11,,,3,1,
1622,Female,39,Manufacturing Director,,,1,0,No,21,,,4,0,
1623,Male,97,Research Scientist,,,4,1,No,18,,,3,2,
1624,Female,70,Sales Representative,,,4,1,Yes,12,,,3,0,
1625,Female,98,Manager,,,3,3,No,11,,,3,1,
1627,Male,76,Laboratory Technician,,,3,0,No,15,,,3,0,
1628,Female,80,Manufacturing Director,,,3,1,No,13,,,3,14,
1630,Female,52,Healthcare Representative,,,3,1,No,12,,,3,2,
1631,Male,85,Manufacturing Director,,,3,3,No,17,,,3,0,
1633,Female,81,Manufacturing Director,,,3,0,No,13,,,3,3,
1635,Female,59,Manufacturing Director,,,4,1,No,19,,,3,3,
1638,Female,54,Manufacturing Director,,,3,3,Yes,19,,,3,0,
1639,Male,55,Sales Executive,,,1,9,No,17,,,3,6,
1640,Female,71,Research Scientist,,,2,1,No,11,,,3,7,
1641,Female,84,Manufacturing Director,,,4,6,Yes,15,,,3,3,
1642,Male,37,Human Resources,,,4,4,Yes,11,,,3,0,
1644,Male,89,Manager,,,4,2,No,25,,,4,2,
1645,Male,59,Sales Executive,,,4,6,Yes,14,,,3,2,
1646,Female,32,Research Scientist,,,4,1,Yes,13,,,3,1,
1647,Female,86,Research Scientist,,,3,7,No,17,,,3,0,
1648,Male,87,Research Scientist,,,4,2,No,13,,,3,1,
1649,Male,73,Laboratory Technician,,,1,3,Yes,14,,,3,0,
1650,Male,42,Sales Executive,,,3,9,No,11,,,3,1,
1651,Female,42,Healthcare Representative,,,1,4,No,12,,,3,0,
1653,Male,77,Manufacturing Director,,,3,1,No,17,,,3,0,
1654,Male,66,Manufacturing Director,,,2,4,No,21,,,4,1,
1655,Female,72,Research Director,,,2,3,No,16,,,3,1,
1656,Female,50,Research Director,,,1,5,No,15,,,3,1,
1657,Female,31,Sales Representative,,,3,1,No,19,,,3,2,
1658,Female,66,Research Scientist,,,2,1,No,12,,,3,7,
1659,Male,77,Laboratory Technician,,,2,2,No,11,,,3,1,
1661,Female,41,Healthcare Representative,,,3,2,Yes,19,,,3,2,
1662,Female,33,Manufacturing Director,,,3,0,No,15,,,3,1,
1664,Male,79,Healthcare Representative,,,1,6,No,20,,,4,0,
1665,Female,91,Manager,,,3,3,No,25,,,4,4,
1666,Male,65,Research Director,,,3,1,No,24,,,4,6,
1667,Male,36,Sales Executive,,,4,3,Yes,24,,,4,6,
1668,Male,90,Research Scientist,,,4,7,No,15,,,3,2,
1669,Male,43,Sales Executive,,,2,1,Yes,13,,,3,0,
1670,Male,93,Sales Executive,,,4,1,No,14,,,3,0,
1671,Male,45,Research Scientist,,,2,0,No,13,,,3,1,
1673,Female,67,Sales Executive,,,4,1,No,11,,,3,0,
1674,Female,74,Laboratory Technician,,,1,4,Yes,16,,,3,2,
1675,Female,42,Laboratory Technician,,,2,1,No,22,,,4,3,
1676,Female,47,Manager,,,2,6,No,14,,,3,1,
1677,Male,36,Manager,,,3,4,No,14,,,3,0,
1678,Male,80,Sales Executive,,,3,3,Yes,16,,,3,0,
1680,Male,54,Sales Representative,,,1,1,No,11,,,3,0,
1681,Female,36,Sales Executive,,,4,1,Yes,25,,,4,1,
1682,Male,80,Healthcare Representative,,,3,6,No,14,,,3,0,
1683,Female,44,Human Resources,,,4,4,Yes,18,,,3,2,
1684,Male,93,Laboratory Technician,,,3,1,Yes,11,,,3,1,
1687,Female,87,Laboratory Technician,,,3,7,No,19,,,3,0,
1689,Male,48,Healthcare Representative,,,4,3,No,15,,,3,1,
1691,Female,95,Sales Representative,,,3,2,Yes,11,,,3,7,
1692,Male,95,Laboratory Technician,,,2,1,No,12,,,3,0,
1693,Male,76,Laboratory Technician,,,4,1,No,20,,,4,5,
1694,Male,94,Research Scientist,,,2,5,No,12,,,3,1,
1696,Male,57,Laboratory Technician,,,4,1,No,14,,,3,4,
1697,Male,92,Healthcare Representative,,,4,3,No,20,,,4,0,
1698,Male,79,Laboratory Technician,,,2,1,No,18,,,3,2,
1700,Male,31,Sales Executive,,,4,1,No,14,,,3,1,
1701,Female,35,Research Scientist,,,4,1,No,12,,,3,8,
1702,Male,99,Sales Representative,,,4,1,Yes,21,,,4,0,
1703,Female,96,Healthcare Representative,,,4,1,Yes,19,,,3,6,
1704,Male,79,Research Scientist,,,4,0,Yes,14,,,3,1,
1706,Male,73,Sales Executive,,,4,1,Yes,17,,,3,8,
1707,Male,62,Research Scientist,,,3,1,No,16,,,3,0,
1708,Male,35,Sales Executive,,,3,1,No,12,,,3,8,
1709,Female,43,Laboratory Technician,,,3,9,No,17,,,3,1,
1710,Female,51,Sales Representative,,,4,3,No,15,,,3,6,
1712,Male,74,Healthcare Representative,,,3,3,No,23,,,4,14,
1714,Male,58,Human Resources,,,3,1,No,11,,,3,0,
1716,Male,82,Sales Executive,,,3,7,No,11,,,3,14,
1718,Male,62,Laboratory Technician,,,3,1,No,15,,,3,0,
1719,Female,48,Research Director,,,2,1,No,11,,,3,8,
1720,Male,56,Research Scientist,,,3,6,No,13,,,3,1,
1721,Male,69,Laboratory Technician,,,3,1,No,14,,,3,0,
1722,Male,60,Human Resources,,,2,6,No,19,,,3,1,
1724,Female,92,Manufacturing Director,,,1,2,Yes,16,,,3,0,
1725,Male,91,Laboratory Technician,,,1,1,No,13,,,3,1,
1727,Male,34,Healthcare Representative,,,2,6,No,14,,,3,0,
1728,Male,49,Manufacturing Director,,,3,2,No,16,,,3,0,
1729,Male,33,Research Scientist,,,4,1,No,12,,,3,0,
1731,Male,87,Sales Executive,,,2,7,No,11,,,3,0,
1732,Male,74,Sales Executive,,,4,4,Yes,12,,,3,0,
1733,Male,96,Sales Executive,,,1,5,Yes,13,,,3,2,
1734,Male,34,Sales Executive,,,2,6,No,15,,,3,0,
1735,Female,51,Laboratory Technician,,,2,1,No,13,,,3,1,
1736,Female,30,Manufacturing Director,,,4,2,No,20,,,4,1,
1737,Male,77,Laboratory Technician,,,4,1,Yes,15,,,3,5,
1739,Male,80,Sales Executive,,,3,3,No,13,,,3,0,
1740,Male,88,Manager,,,2,1,No,14,,,3,12,
1744,Female,56,Human Resources,,,3,4,No,21,,,4,0,
1745,Female,78,Research Scientist,,,1,0,No,16,,,3,0,
1746,Male,59,Human Resources,,,4,0,No,14,,,3,2,
1747,Female,66,Human Resources,,,4,6,No,11,,,3,1,
1749,Male,51,Sales Executive,,,3,1,No,19,,,3,0,
1751,Female,67,Research Scientist,,,4,1,No,11,,,3,1,
1752,Female,52,Sales Representative,,,2,1,No,13,,,3,2,
1753,Male,70,Healthcare Representative,,,3,8,Yes,12,,,3,0,
1754,Male,94,Sales Executive,,,1,2,No,11,,,3,1,
1755,Male,97,Research Scientist,,,4,0,Yes,14,,,3,1,
1756,Female,62,Sales Executive,,,2,8,No,15,,,3,1,
1757,Female,80,Sales Executive,,,4,3,No,12,,,3,0,
1758,Female,74,Sales Executive,,,1,2,Yes,20,,,4,0,
1760,Female,75,Laboratory Technician,,,2,4,No,14,,,3,0,
1761,Male,70,Sales Executive,,,3,2,No,13,,,3,0,
1762,Female,91,Research Scientist,,,1,1,No,13,,,3,0,
1763,Male,58,Healthcare Representative,,,3,3,No,16,,,3,1,
1764,Male,65,Research Scientist,,,2,2,No,14,,,3,0,
1766,Male,60,Healthcare Representative,,,4,3,Yes,16,,,3,1,
1767,Male,38,Research Scientist,,,3,9,Yes,16,,,3,0,
1768,Male,57,Laboratory Technician,,,2,8,No,22,,,4,0,
1770,Male,60,Research Director,,,1,8,No,12,,,3,0,
1771,Male,90,Research Scientist,,,2,5,No,15,,,3,1,
1772,Male,94,Laboratory Technician,,,1,1,No,20,,,4,0,
1774,Male,87,Sales Executive,,,3,1,Yes,14,,,3,0,
1775,Female,60,Manufacturing Director,,,3,4,Yes,20,,,4,0,
1778,Male,97,Human Resources,,,4,0,No,13,,,3,1,
1779,Female,32,Sales Executive,,,4,5,No,12,,,3,2,
1780,Male,31,Sales Representative,,,2,1,No,13,,,3,1,
1782,Female,40,Laboratory Technician,,,3,1,No,11,,,3,0,
1783,Female,79,Laboratory Technician,,,1,1,Yes,17,,,3,0,
1784,Female,91,Sales Executive,,,4,1,No,14,,,3,5,
1786,Female,53,Manager,,,3,2,No,11,,,3,2,
1787,Male,46,Sales Executive,,,2,1,No,14,,,3,0,
1789,Male,46,Research Director,,,4,7,Yes,17,,,3,2,
1790,Male,90,Healthcare Representative,,,1,7,Yes,13,,,3,5,
